# For info, see fitting_results/example_fitres.xml
2.020022462649784529e+03,-3.765999999999999903e-02,1.080219887973659851e-02,1.080218920548224430e-02,9.674254354379195396e-09
2.023967827007422102e+03,2.426199999999999884e-02,1.144560156884062707e-02,1.144559047695518396e-02,1.109188544369309529e-08
2.027928633135542668e+03,-3.444699999999999845e-02,1.203409195762686172e-02,1.203407924011529358e-02,1.271751156831287293e-08
2.031904971868275652e+03,-1.195080000000000031e-01,1.277218785670953746e-02,1.277217327506410469e-02,1.458164543332646889e-08
2.035896934753575124e+03,-4.685199999999999781e-02,1.322965813977188682e-02,1.322964142050358539e-02,1.671926830170555396e-08
2.039904614060246331e+03,-5.168699999999999684e-02,1.422691601681290788e-02,1.422689684633077559e-02,1.917048213205426990e-08
2.043928102785056353e+03,3.364199999999999829e-02,1.495233496810968038e-02,1.495231298685331840e-02,2.198125636155117847e-08
2.047967494659925023e+03,-2.289000000000000062e-02,1.559931952149824254e-02,1.559929431721528148e-02,2.520428296045153153e-08
2.052022884159204295e+03,3.383300000000000196e-02,1.652612261445524783e-02,1.652609371449992315e-02,2.889995532492215249e-08
2.056094366507044924e+03,3.951999999999999784e-03,1.755695581459263549e-02,1.755692267710384780e-02,3.313748878764446060e-08
2.060182037684850002e+03,-3.258899999999999991e-02,1.809967129523760640e-02,1.809963329903455792e-02,3.799620304803526500e-08
2.064285994438813759e+03,1.677700000000000025e-02,1.892345699029669009e-02,1.892341342330699019e-02,4.356698969856719809e-08
2.068406334287557911e+03,8.047799999999999399e-02,2.008778578458920300e-02,2.008773583059790535e-02,4.995399129872178498e-08
2.072543155529855994e+03,5.343999999999999792e-03,2.111767724021666390e-02,2.111761996369448599e-02,5.727652217806328979e-08
2.076696557252447747e+03,1.873899999999999871e-02,2.195226080998396306e-02,2.195219513871856515e-02,6.567126539664209153e-08
2.080866639337951256e+03,2.163100000000000092e-02,2.296988215437836128e-02,2.296980685959323573e-02,7.529478512432269292e-08
2.085053502472873788e+03,4.554799999999999821e-02,2.394652508805360583e-02,2.394643876165440666e-02,8.632639919972760918e-08
2.089257248155708567e+03,-4.745000000000000086e-03,2.503354479138534400e-02,2.503344581992246118e-02,9.897146288371586797e-08
2.093477978705142050e+03,-1.277000000000000010e-02,2.612424831140411352e-02,2.612413484628217999e-02,1.134651219327982950e-07
2.097715797268354436e+03,-7.569000000000000207e-03,2.731013158715572819e-02,2.731000151055452962e-02,1.300766011984049899e-07
2.101970807829421119e+03,2.141900000000000054e-02,2.858783150933093264e-02,2.858768239522679541e-02,1.491141041374368407e-07
2.106243115217817376e+03,4.522099999999999731e-02,2.992144310430304432e-02,2.992127217389400212e-02,1.709304090429644598e-07
2.110532825117029006e+03,5.292899999999999688e-02,3.127163618794755184e-02,3.127144025868791588e-02,1.959292596348741898e-07
2.114840044073266654e+03,6.646000000000000518e-02,3.262701950232751308e-02,3.262679492966644168e-02,2.245726610727175367e-07
2.119164879504285182e+03,1.005100000000000021e-01,3.405607725191481944e-02,3.405581986270714290e-02,2.573892076742748992e-07
2.123507439708314905e+03,9.997799999999999743e-02,3.535796854458020388e-02,3.535767356099432657e-02,2.949835858762966581e-07
2.127867833873102427e+03,1.140759999999999968e-01,3.675303072395316728e-02,3.675269267653764882e-02,3.380474155200775210e-07
2.132246172085059698e+03,1.621960000000000068e-01,3.809065033632420827e-02,3.809026296470952727e-02,3.873716146778294195e-07
2.136642565338529494e+03,3.170600000000000085e-01,3.945699168592395334e-02,3.945654782542566685e-02,4.438604982857857520e-07
2.141057125545166855e+03,4.147560000000000136e-01,4.080316252006779831e-02,4.080265397221861240e-02,5.085478491855296666e-07
2.145489965543431026e+03,4.594309999999999783e-01,4.223550370414206473e-02,4.223492108890985336e-02,5.826152322095750365e-07
2.149941199108204273e+03,3.435340000000000060e-01,4.370099939659196492e-02,4.370033198373381861e-02,6.674128581436321279e-07
2.154410940960522566e+03,1.878759999999999875e-01,4.492804844129201503e-02,4.492728395794674118e-02,7.644833452715336543e-07
2.158899306777432685e+03,8.999899999999999567e-02,4.627583684072956310e-02,4.627496125195722232e-02,8.755887723378376746e-07
2.163406413201971191e+03,8.641500000000000570e-02,4.736454651380565123e-02,4.736354377233686214e-02,1.002741468789028577e-06
2.167932377853269827e+03,6.035499999999999893e-02,4.840343257301543689e-02,4.840228433396864122e-02,1.148239046794204400e-06
2.172477319336786422e+03,8.605899999999999661e-02,4.934285396408127217e-02,4.934153925983567751e-02,1.314704245596332721e-06
2.177041357254663581e+03,1.155570000000000069e-01,5.036115644721210483e-02,5.035965131697901082e-02,1.505130233090809214e-06
2.181624612216225160e+03,1.585940000000000127e-01,5.101297433262964170e-02,5.101125140053648643e-02,1.722932093152238190e-06
2.186227205848595077e+03,8.748200000000000420e-02,5.161891353062128540e-02,5.161694152530006685e-02,1.972005321219372701e-06
2.190849260807459359e+03,8.485700000000000187e-02,5.224857068438566038e-02,5.224631389212944926e-02,2.256792256210911633e-06
2.195490900787961891e+03,5.605399999999999966e-02,5.279335782530403948e-02,5.279077546780873431e-02,2.582357495307481552e-06
2.200152250535737039e+03,8.257399999999999463e-02,5.317910366384825949e-02,5.317614919037728927e-02,2.954473470970464653e-06
2.204833435858087796e+03,7.082600000000000007e-02,5.329915189611859894e-02,5.329577217860020921e-02,3.379717518392971864e-06
2.209534583635303534e+03,8.415000000000000258e-02,5.308562218764346918e-02,5.308175660571529814e-02,3.865581928169774600e-06
2.214255821832119636e+03,8.976099999999999357e-02,5.318574954854776021e-02,5.318132894988247122e-02,4.420598665286370193e-06
2.218997279509335385e+03,6.369800000000000462e-02,5.282338676114536197e-02,5.281833228050165918e-02,5.054480643703021078e-06
2.223759086835568723e+03,9.525400000000000533e-02,5.247527898799824592e-02,5.246950070632006718e-02,5.778281678178369934e-06
2.228541375099170182e+03,1.473520000000000107e-01,5.195151906698062400e-02,5.194491448948651557e-02,6.604577494105326998e-06
2.233344276720289145e+03,1.238100000000000034e-01,5.148656181429753925e-02,5.147901414383276170e-02,7.547670464780331826e-06
2.238167925263097004e+03,1.360689999999999955e-01,5.075086301604445072e-02,5.074223919497772989e-02,8.623821066723063211e-06
2.243012455448165383e+03,4.927900000000000336e-02,5.010027556436793400e-02,5.009042405496726830e-02,9.851509400664346406e-06
2.247878003165012160e+03,5.453500000000000014e-02,4.911249320376794014e-02,4.910124147324577970e-02,1.125173052215874219e-05
2.252764705484806200e+03,5.256799999999999667e-02,4.842199988278941131e-02,4.840915155502417688e-02,1.284832776523776819e-05
2.257672700673238069e+03,6.913999999999999313e-02,4.761330921311902886e-02,4.759864084438984733e-02,1.466836872918363462e-05
2.262602128203561733e+03,7.099400000000000155e-02,4.677013443396164233e-02,4.675339186482492526e-02,1.674256913671703993e-05
2.267553128769806790e+03,6.058199999999999696e-02,4.580931222010914405e-02,4.579020644974285403e-02,1.910577036628674391e-05
2.272525844300164863e+03,9.503599999999999548e-02,4.494792643865896248e-02,4.492612896154232760e-02,2.179747711663789002e-05
2.277520417970546987e+03,1.374779999999999891e-01,4.396890034712223200e-02,4.394403788473863481e-02,2.486246238359480178e-05
2.282536994218333803e+03,1.328989999999999894e-01,4.331649567037232362e-02,4.328814422264985057e-02,2.835144772247545086e-05
2.287575718756291280e+03,9.281599999999999573e-02,4.215994385825384827e-02,4.212762199061348412e-02,3.232186764036235901e-05
2.292636738586681076e+03,6.668399999999999328e-02,4.120644252178962824e-02,4.116960379387307745e-02,3.683872791655128315e-05
2.297720202015559607e+03,1.052519999999999983e-01,4.055678245284931316e-02,4.051480688415651926e-02,4.197556869279356443e-05
2.302826258667262664e+03,1.118019999999999986e-01,4.004643171974143351e-02,3.999861617542781189e-02,4.781554431362106740e-05
2.307955059499081926e+03,1.556730000000000058e-01,3.891769222455827848e-02,3.886323959142104489e-02,5.445263313723397214e-05
2.313106756816147026e+03,1.728399999999999936e-01,3.885997450107040591e-02,3.879798150918517541e-02,6.199299188522935889e-05
2.318281504286502695e+03,2.240000000000000047e-01,3.771530466581617808e-02,3.764474819525544247e-02,7.055647056073777526e-05
2.323479456956381455e+03,3.463419999999999832e-01,3.916708950558118324e-02,3.908681120003617421e-02,8.027830554500824610e-05
2.328700771265695494e+03,5.457929999999999726e-01,3.878179525651948706e-02,3.869048424633213246e-02,9.131101018735706862e-05
2.333945605063728635e+03,9.415459999999999940e-01,3.692992405761413854e-02,3.682609757357705599e-02,1.038264840370805230e-04
2.339214117625042945e+03,1.340491000000000099e+00,3.752656045186134048e-02,3.740854208802896208e-02,1.180183638323758149e-04
2.344506469665602708e+03,1.654584999999999972e+00,3.814921639973414130e-02,3.801511175827113065e-02,1.341046414630108440e-04
2.349822823359118956e+03,1.480436000000000085e+00,3.397599814972545457e-02,3.382366757336369850e-02,1.523305763617541404e-04
2.355163342353609096e+03,1.144589999999999996e+00,3.387454857945545322e-02,3.370157664730145941e-02,1.729719321539927013e-04
2.360528191788194363e+03,7.829209999999999781e-01,3.595598960524003934e-02,3.575965103533686879e-02,1.963385699031738635e-04
2.365917538310119653e+03,4.013729999999999798e-01,3.439220202195397702e-02,3.416942358902754634e-02,2.227784329264291085e-04
2.371331550092007546e+03,1.640989999999999949e-01,3.307225349853893520e-02,3.281957153762651153e-02,2.526819609124267654e-04
2.376770396849353347e+03,4.619999999999999801e-02,3.154569726301807014e-02,3.125921028907759774e-02,2.864869739404738097e-04
2.382234249858257499e+03,8.873000000000000678e-03,3.031803728276665291e-02,2.999335321280599889e-02,3.246840699606539662e-04
2.387723281973405847e+03,-1.287899999999999982e-02,2.986749777792263583e-02,2.949967519559334311e-02,3.678225823292910869e-04
2.393237667646298632e+03,-1.834600000000000120e-02,2.918828416062075465e-02,2.877176701354438107e-02,4.165171470763727652e-04
2.398777582943731431e+03,-6.097500000000000142e-02,2.900046205747790901e-02,2.852900712479792059e-02,4.714549326799895583e-04
2.404343205566535744e+03,-2.121200000000000169e-02,2.855539873700466136e-02,2.802199514880625297e-02,5.334035881984097944e-04
2.409934714868574247e+03,-3.051500000000000046e-02,2.822428183263229334e-02,2.762106186401626015e-02,6.032199686160338425e-04
2.415552291876014351e+03,1.054300000000000029e-02,2.766328752039553043e-02,2.698142782125563868e-02,6.818596991398903412e-04
2.421196119306860055e+03,3.963699999999999862e-02,2.740639806277284096e-02,2.663601041990107388e-02,7.703876428717664360e-04
2.426866381590762558e+03,5.317800000000000304e-02,2.739469903711889281e-02,2.652470969841647097e-02,8.699893387024204344e-04
2.432563264889111451e+03,1.105700000000000086e-02,2.692362490624054458e-02,2.594164142790194791e-02,9.819834783385953704e-04
2.438286957115409223e+03,1.466000000000000072e-03,2.677349277611498074e-02,2.566565728313518688e-02,1.107835492979793212e-03
2.444037647955929060e+03,9.870999999999999566e-03,2.633493634612558282e-02,2.508576402493176843e-02,1.249172321193813516e-03
2.449815528890674614e+03,1.420000000000000038e-03,2.606558293776545243e-02,2.465778450789769122e-02,1.407798429867762515e-03
2.455620793214628520e+03,-2.367700000000000013e-02,2.591078584125814169e-02,2.432507268167248549e-02,1.585713159585655768e-03
2.461453636059311066e+03,2.238899999999999918e-02,2.564067823233089766e-02,2.385554876808725078e-02,1.785129464243646880e-03
2.467314254414642164e+03,6.046000000000000159e-03,2.526293868090322831e-02,2.325444456892852493e-02,2.008494111974704673e-03
2.473202847151118021e+03,5.410000000000000312e-04,2.531907753835437036e-02,2.306056812803553360e-02,2.258509410318837625e-03
2.479119615042306123e+03,1.620399999999999965e-02,2.493895690696809955e-02,2.240080039414494087e-02,2.538156512823159551e-03
2.485064760787666273e+03,2.887599999999999889e-02,2.470327026304391244e-02,2.185254990639158915e-02,2.850720356652322856e-03
2.491038489035694511e+03,-1.771500000000000158e-02,2.494162097759072827e-02,2.174180470651171371e-02,3.199816271079015430e-03
2.497041006407407167e+03,-2.430699999999999875e-02,2.501894282744959383e-02,2.142952454281214780e-02,3.589418284637445593e-03
2.503072521520166447e+03,-8.593999999999999209e-03,2.490933393265908069e-02,2.088544478868892620e-02,4.023889143970153619e-03
2.509133245011842973e+03,3.438100000000000184e-02,2.511296278078757951e-02,2.060495074110512206e-02,4.508012039682457450e-03
2.515223389565343950e+03,-4.955999999999999989e-02,2.488193201615549605e-02,1.983490800262306675e-02,5.047024013532428431e-03
2.521343169933486934e+03,1.525299999999999920e-02,2.525425241455537054e-02,1.960760141785301489e-02,5.646650996702355652e-03
2.527492802964243310e+03,-1.198000000000000063e-03,2.551062450183844837e-02,1.919748010142271685e-02,6.313144400415732389e-03
2.533672507626354218e+03,2.753099999999999992e-02,2.618236457915615670e-02,1.912904543169960739e-02,7.053319147456548442e-03
2.539882505035317081e+03,4.897000000000000311e-03,2.658770254599765459e-02,1.871310955007787422e-02,7.874592995919782110e-03
2.546123018479760503e+03,7.834000000000000685e-03,2.717139330150990933e-02,1.838636633701678028e-02,8.785026964493129059e-03
2.552394273448208423e+03,-1.840999999999999928e-02,2.756030138031849430e-02,1.776693475883544399e-02,9.793366621483048581e-03
2.558696497656233987e+03,-1.722999999999999922e-03,2.848754451626842391e-02,1.757846056882177502e-02,1.090908394744664889e-02
2.565029921074029062e+03,-3.270200000000000190e-02,2.931349479921863121e-02,1.717107537569485115e-02,1.214241942352378180e-02
2.571394775954373472e+03,6.440000000000000412e-04,3.036287783684808034e-02,1.685845390257099952e-02,1.350442393427708256e-02
2.577791296861023511e+03,-9.355999999999999733e-03,3.170847648318886325e-02,1.670147647812477223e-02,1.500700000506408928e-02
2.584219720697532921e+03,-1.482999999999999943e-02,3.284443304114647438e-02,1.618149122138079141e-02,1.666294181976568298e-02
2.590680286736494509e+03,-1.302500000000000012e-02,3.471184258229521868e-02,1.622586919698955354e-02,1.848597338530566514e-02
2.597173236649230603e+03,2.106500000000000039e-02,3.666016257842868997e-02,1.616937845323093356e-02,2.049078412519775988e-02
2.603698814535930069e+03,1.913799999999999876e-02,3.821908452178748861e-02,1.552602342593365284e-02,2.269306109585383924e-02
2.610257266956231433e+03,2.067599999999999993e-02,4.042654379203516196e-02,1.531702686472304585e-02,2.510951692731211438e-02
